TX	Date	RX	NonEqualized_Signal_Count
10-1	2021_03_08	20-1	50
10-1	2021_03_08	20-19	0
10-1	2021_03_08	3-19	50
10-1	2021_03_08	7-14	0
10-1	2021_03_08	7-7	50
10-1	2021_03_08	8-14	50
10-1	2021_03_08	8-7	50
10-1	2021_03_08	8-8	0
10-1	2021_03_15	1-1	46
10-1	2021_03_15	1-19	43
10-1	2021_03_15	1-20	50
10-1	2021_03_15	13-7	50
10-1	2021_03_15	14-7	41
10-1	2021_03_15	18-19	50
10-1	2021_03_15	18-2	50
10-1	2021_03_15	19-1	50
10-1	2021_03_15	19-2	50
10-1	2021_03_15	2-1	50
10-1	2021_03_15	20-1	50
10-1	2021_03_15	20-19	42
10-1	2021_03_15	3-19	50
10-1	2021_03_15	7-14	43
10-1	2021_03_15	7-7	50
10-1	2021_03_15	8-14	50
10-1	2021_03_15	8-7	50
10-1	2021_03_15	8-8	45
10-1	2021_03_23	1-1	0
10-1	2021_03_23	1-19	0
10-1	2021_03_23	1-20	0
10-1	2021_03_23	13-7	50
10-1	2021_03_23	14-7	0
10-1	2021_03_23	18-19	50
10-1	2021_03_23	18-2	50
10-1	2021_03_23	19-1	0
10-1	2021_03_23	19-2	50
10-1	2021_03_23	2-1	0
10-1	2021_03_23	20-1	0
10-1	2021_03_23	20-19	0
10-1	2021_03_23	3-19	50
10-1	2021_03_23	7-14	0
10-1	2021_03_23	7-7	50
10-1	2021_03_23	8-14	50
10-1	2021_03_23	8-7	50
10-1	2021_03_23	8-8	0
10-10	2021_03_01	1-1	50
10-10	2021_03_01	1-19	50
10-10	2021_03_01	1-20	50
10-10	2021_03_01	13-7	50
10-10	2021_03_01	14-7	50
10-10	2021_03_01	18-19	50
10-10	2021_03_01	18-2	50
10-10	2021_03_01	19-1	50
10-10	2021_03_01	19-2	50
10-10	2021_03_01	2-1	50
10-10	2021_03_01	20-1	50
10-10	2021_03_01	20-19	50
10-10	2021_03_01	3-19	50
10-10	2021_03_01	7-14	50
10-10	2021_03_01	7-7	50
10-10	2021_03_01	8-14	50
10-10	2021_03_01	8-7	50
10-10	2021_03_01	8-8	50
10-10	2021_03_08	1-1	50
10-10	2021_03_08	1-19	50
10-10	2021_03_08	1-20	50
10-10	2021_03_08	13-7	50
10-10	2021_03_08	14-7	50
10-10	2021_03_08	18-19	50
10-10	2021_03_08	18-2	50
10-10	2021_03_08	19-1	50
10-10	2021_03_08	19-2	50
10-10	2021_03_08	2-1	50
10-10	2021_03_08	20-1	50
10-10	2021_03_08	20-19	50
10-10	2021_03_08	3-19	50
10-10	2021_03_08	7-14	50
10-10	2021_03_08	7-7	50
10-10	2021_03_08	8-14	50
10-10	2021_03_08	8-7	50
10-10	2021_03_08	8-8	50
10-10	2021_03_15	1-1	50
10-10	2021_03_15	1-19	50
10-10	2021_03_15	1-20	50
10-10	2021_03_15	13-7	50
10-10	2021_03_15	14-7	50
10-10	2021_03_15	18-19	50
10-10	2021_03_15	18-2	50
10-10	2021_03_15	19-1	50
10-10	2021_03_15	19-2	50
10-10	2021_03_15	2-1	50
10-10	2021_03_15	20-1	50
10-10	2021_03_15	20-19	50
10-10	2021_03_15	3-19	50
10-10	2021_03_15	7-14	50
10-10	2021_03_15	7-7	50
10-10	2021_03_15	8-14	50
10-10	2021_03_15	8-7	50
10-10	2021_03_15	8-8	50
10-10	2021_03_23	1-1	9
10-10	2021_03_23	1-19	9
10-10	2021_03_23	1-20	10
10-10	2021_03_23	13-7	0
10-10	2021_03_23	14-7	0
10-10	2021_03_23	18-19	21
10-10	2021_03_23	18-2	50
10-10	2021_03_23	19-1	0
10-10	2021_03_23	19-2	0
10-10	2021_03_23	2-1	9
10-10	2021_03_23	20-1	15
10-10	2021_03_23	20-19	0
10-10	2021_03_23	3-19	50
10-10	2021_03_23	7-14	16
10-10	2021_03_23	7-7	8
10-10	2021_03_23	8-14	34
10-10	2021_03_23	8-7	50
10-10	2021_03_23	8-8	13
10-11	2021_03_01	1-1	50
10-11	2021_03_01	1-19	50
10-11	2021_03_01	1-20	50
10-11	2021_03_01	13-7	50
10-11	2021_03_01	14-7	50
10-11	2021_03_01	18-19	50
10-11	2021_03_01	18-2	50
10-11	2021_03_01	19-1	50
10-11	2021_03_01	19-2	50
10-11	2021_03_01	2-1	50
10-11	2021_03_01	20-1	50
10-11	2021_03_01	20-19	50
10-11	2021_03_01	3-19	50
10-11	2021_03_01	7-14	50
10-11	2021_03_01	7-7	50
10-11	2021_03_01	8-14	50
10-11	2021_03_01	8-7	50
10-11	2021_03_01	8-8	50
10-11	2021_03_08	1-1	50
10-11	2021_03_08	1-19	50
10-11	2021_03_08	1-20	50
10-11	2021_03_08	13-7	50
10-11	2021_03_08	14-7	50
10-11	2021_03_08	18-19	50
10-11	2021_03_08	18-2	50
10-11	2021_03_08	19-1	50
10-11	2021_03_08	19-2	50
10-11	2021_03_08	2-1	50
10-11	2021_03_08	20-1	50
10-11	2021_03_08	20-19	50
10-11	2021_03_08	3-19	50
10-11	2021_03_08	7-14	50
10-11	2021_03_08	7-7	50
10-11	2021_03_08	8-14	50
10-11	2021_03_08	8-7	50
10-11	2021_03_08	8-8	50
10-11	2021_03_15	1-1	50
10-11	2021_03_15	1-19	50
10-11	2021_03_15	1-20	50
10-11	2021_03_15	13-7	50
10-11	2021_03_15	14-7	50
10-11	2021_03_15	18-19	50
10-11	2021_03_15	18-2	50
10-11	2021_03_15	19-1	50
10-11	2021_03_15	19-2	50
10-11	2021_03_15	2-1	50
10-11	2021_03_15	20-1	50
10-11	2021_03_15	20-19	50
10-11	2021_03_15	3-19	50
10-11	2021_03_15	7-14	50
10-11	2021_03_15	7-7	50
10-11	2021_03_15	8-14	50
10-11	2021_03_15	8-7	50
10-11	2021_03_15	8-8	50
10-11	2021_03_23	1-1	50
10-11	2021_03_23	1-19	50
10-11	2021_03_23	1-20	50
10-11	2021_03_23	13-7	50
10-11	2021_03_23	14-7	50
10-11	2021_03_23	18-19	50
10-11	2021_03_23	18-2	50
10-11	2021_03_23	19-1	50
10-11	2021_03_23	19-2	50
10-11	2021_03_23	2-1	50
10-11	2021_03_23	20-1	50
10-11	2021_03_23	20-19	50
10-11	2021_03_23	3-19	50
10-11	2021_03_23	7-14	50
10-11	2021_03_23	7-7	50
10-11	2021_03_23	8-14	50
10-11	2021_03_23	8-7	50
10-11	2021_03_23	8-8	50
10-17	2021_03_01	1-1	50
10-17	2021_03_01	1-19	50
10-17	2021_03_01	1-20	50
10-17	2021_03_01	13-7	50
10-17	2021_03_01	14-7	50
10-17	2021_03_01	18-19	50
10-17	2021_03_01	18-2	50
10-17	2021_03_01	19-1	0
10-17	2021_03_01	19-2	50
10-17	2021_03_01	2-1	50
10-17	2021_03_01	20-1	50
10-17	2021_03_01	20-19	50
10-17	2021_03_01	3-19	50
10-17	2021_03_01	7-14	50
10-17	2021_03_01	7-7	0
10-17	2021_03_01	8-14	50
10-17	2021_03_01	8-7	50
10-17	2021_03_01	8-8	50
10-17	2021_03_08	1-1	50
10-17	2021_03_08	1-19	50
10-17	2021_03_08	1-20	50
10-17	2021_03_08	13-7	50
10-17	2021_03_08	14-7	50
10-17	2021_03_08	18-19	50
10-17	2021_03_08	18-2	50
10-17	2021_03_08	19-1	50
10-17	2021_03_08	19-2	50
10-17	2021_03_08	2-1	50
10-17	2021_03_08	20-1	50
10-17	2021_03_08	20-19	50
10-17	2021_03_08	3-19	50
10-17	2021_03_08	7-14	50
10-17	2021_03_08	7-7	50
10-17	2021_03_08	8-14	50
10-17	2021_03_08	8-7	50
10-17	2021_03_08	8-8	50
10-17	2021_03_15	1-1	50
10-17	2021_03_15	1-19	50
10-17	2021_03_15	1-20	50
10-17	2021_03_15	13-7	50
10-17	2021_03_15	14-7	50
10-17	2021_03_15	18-19	50
10-17	2021_03_15	18-2	50
10-17	2021_03_15	19-1	50
10-17	2021_03_15	19-2	50
10-17	2021_03_15	2-1	50
10-17	2021_03_15	20-1	50
10-17	2021_03_15	20-19	50
10-17	2021_03_15	3-19	50
10-17	2021_03_15	7-14	50
10-17	2021_03_15	7-7	50
10-17	2021_03_15	8-14	50
10-17	2021_03_15	8-7	50
10-17	2021_03_15	8-8	50
10-17	2021_03_23	1-1	50
10-17	2021_03_23	1-19	50
10-17	2021_03_23	1-20	50
10-17	2021_03_23	13-7	50
10-17	2021_03_23	14-7	50
10-17	2021_03_23	18-19	50
10-17	2021_03_23	18-2	50
10-17	2021_03_23	19-1	50
10-17	2021_03_23	19-2	50
10-17	2021_03_23	2-1	50
10-17	2021_03_23	20-1	50
10-17	2021_03_23	20-19	50
10-17	2021_03_23	3-19	50
10-17	2021_03_23	7-14	50
10-17	2021_03_23	7-7	50
10-17	2021_03_23	8-14	50
10-17	2021_03_23	8-7	50
10-17	2021_03_23	8-8	50
10-4	2021_03_01	1-1	50
10-4	2021_03_01	1-19	50
10-4	2021_03_01	1-20	50
10-4	2021_03_01	13-7	50
10-4	2021_03_01	14-7	50
10-4	2021_03_01	18-19	50
10-4	2021_03_01	18-2	50
10-4	2021_03_01	19-1	50
10-4	2021_03_01	19-2	50
10-4	2021_03_01	2-1	50
10-4	2021_03_01	20-1	50
10-4	2021_03_01	20-19	50
10-4	2021_03_01	3-19	50
10-4	2021_03_01	7-14	50
10-4	2021_03_01	7-7	50
10-4	2021_03_01	8-14	50
10-4	2021_03_01	8-7	0
10-4	2021_03_01	8-8	50
10-4	2021_03_08	1-1	50
10-4	2021_03_08	1-19	50
10-4	2021_03_08	1-20	50
10-4	2021_03_08	13-7	50
10-4	2021_03_08	14-7	50
10-4	2021_03_08	18-19	50
10-4	2021_03_08	18-2	50
10-4	2021_03_08	19-1	50
10-4	2021_03_08	19-2	50
10-4	2021_03_08	2-1	50
10-4	2021_03_08	20-1	50
10-4	2021_03_08	20-19	50
10-4	2021_03_08	3-19	50
10-4	2021_03_08	7-14	50
10-4	2021_03_08	7-7	50
10-4	2021_03_08	8-14	50
10-4	2021_03_08	8-7	0
10-4	2021_03_08	8-8	50
10-4	2021_03_15	1-1	50
10-4	2021_03_15	1-19	50
10-4	2021_03_15	1-20	50
10-4	2021_03_15	13-7	50
10-4	2021_03_15	14-7	50
10-4	2021_03_15	18-19	50
10-4	2021_03_15	18-2	50
10-4	2021_03_15	19-1	50
10-4	2021_03_15	19-2	50
10-4	2021_03_15	2-1	50
10-4	2021_03_15	20-1	50
10-4	2021_03_15	20-19	50
10-4	2021_03_15	3-19	50
10-4	2021_03_15	7-14	50
10-4	2021_03_15	7-7	50
10-4	2021_03_15	8-14	50
10-4	2021_03_15	8-7	23
10-4	2021_03_15	8-8	50
10-4	2021_03_23	1-1	50
10-4	2021_03_23	1-19	50
10-4	2021_03_23	1-20	50
10-4	2021_03_23	13-7	50
10-4	2021_03_23	14-7	50
10-4	2021_03_23	18-19	50
10-4	2021_03_23	18-2	50
10-4	2021_03_23	19-1	50
10-4	2021_03_23	19-2	50
10-4	2021_03_23	2-1	50
10-4	2021_03_23	20-1	50
10-4	2021_03_23	20-19	50
10-4	2021_03_23	3-19	50
10-4	2021_03_23	7-14	50
10-4	2021_03_23	7-7	50
10-4	2021_03_23	8-14	50
10-4	2021_03_23	8-7	0
10-4	2021_03_23	8-8	50
10-7	2021_03_01	1-1	50
10-7	2021_03_01	1-19	50
10-7	2021_03_01	1-20	50
10-7	2021_03_01	13-7	50
10-7	2021_03_01	14-7	50
10-7	2021_03_01	18-19	50
10-7	2021_03_01	18-2	50
10-7	2021_03_01	19-1	50
10-7	2021_03_01	19-2	50
10-7	2021_03_01	2-1	50
10-7	2021_03_01	20-1	50
10-7	2021_03_01	20-19	50
10-7	2021_03_01	3-19	50
10-7	2021_03_01	7-14	50
10-7	2021_03_01	7-7	50
10-7	2021_03_01	8-14	50
10-7	2021_03_01	8-7	50
10-7	2021_03_01	8-8	50
10-7	2021_03_08	1-1	50
10-7	2021_03_08	1-19	50
10-7	2021_03_08	1-20	50
10-7	2021_03_08	13-7	50
10-7	2021_03_08	14-7	50
10-7	2021_03_08	18-19	50
10-7	2021_03_08	18-2	50
10-7	2021_03_08	19-1	50
10-7	2021_03_08	19-2	50
10-7	2021_03_08	2-1	50
10-7	2021_03_08	20-1	50
10-7	2021_03_08	20-19	50
10-7	2021_03_08	3-19	50
10-7	2021_03_08	7-14	50
10-7	2021_03_08	7-7	50
10-7	2021_03_08	8-14	50
10-7	2021_03_08	8-7	50
10-7	2021_03_08	8-8	50
10-7	2021_03_15	1-1	50
10-7	2021_03_15	1-19	50
10-7	2021_03_15	1-20	50
10-7	2021_03_15	13-7	50
10-7	2021_03_15	14-7	50
10-7	2021_03_15	18-19	50
10-7	2021_03_15	18-2	50
10-7	2021_03_15	19-1	50
10-7	2021_03_15	19-2	50
10-7	2021_03_15	2-1	50
10-7	2021_03_15	20-1	50
10-7	2021_03_15	20-19	50
10-7	2021_03_15	3-19	50
10-7	2021_03_15	7-14	50
10-7	2021_03_15	7-7	50
10-7	2021_03_15	8-14	50
10-7	2021_03_15	8-7	50
10-7	2021_03_15	8-8	50
10-7	2021_03_23	1-1	50
10-7	2021_03_23	1-19	50
10-7	2021_03_23	1-20	50
10-7	2021_03_23	13-7	50
10-7	2021_03_23	14-7	50
10-7	2021_03_23	18-19	50
10-7	2021_03_23	18-2	50
10-7	2021_03_23	19-1	50
10-7	2021_03_23	19-2	50
10-7	2021_03_23	2-1	50
10-7	2021_03_23	20-1	50
10-7	2021_03_23	20-19	50
10-7	2021_03_23	3-19	50
10-7	2021_03_23	7-14	50
10-7	2021_03_23	7-7	50
10-7	2021_03_23	8-14	50
10-7	2021_03_23	8-7	50
10-7	2021_03_23	8-8	50
11-1	2021_03_01	1-1	50
11-1	2021_03_01	1-19	50
11-1	2021_03_01	1-20	50
11-1	2021_03_01	13-7	50
11-1	2021_03_01	14-7	50
11-1	2021_03_01	18-19	50
11-1	2021_03_01	18-2	50
11-1	2021_03_01	19-1	50
11-1	2021_03_01	19-2	50
11-1	2021_03_01	2-1	50
11-1	2021_03_01	20-1	50
11-1	2021_03_01	20-19	50
11-1	2021_03_01	3-19	50
11-1	2021_03_01	7-14	50
11-1	2021_03_01	7-7	50
11-1	2021_03_01	8-14	50
11-1	2021_03_01	8-7	50
11-1	2021_03_01	8-8	50
11-1	2021_03_08	1-1	50
11-1	2021_03_08	1-19	50
11-1	2021_03_08	1-20	50
11-1	2021_03_08	13-7	50
11-1	2021_03_08	14-7	50
11-1	2021_03_08	18-19	50
11-1	2021_03_08	18-2	50
11-1	2021_03_08	19-1	50
11-1	2021_03_08	19-2	50
11-1	2021_03_08	2-1	50
11-1	2021_03_08	20-1	50
11-1	2021_03_08	20-19	50
11-1	2021_03_08	3-19	50
11-1	2021_03_08	7-14	50
11-1	2021_03_08	7-7	50
11-1	2021_03_08	8-14	50
11-1	2021_03_08	8-7	50
11-1	2021_03_08	8-8	50
11-1	2021_03_15	1-1	50
11-1	2021_03_15	1-19	50
11-1	2021_03_15	1-20	50
11-1	2021_03_15	13-7	50
11-1	2021_03_15	14-7	50
11-1	2021_03_15	18-19	50
11-1	2021_03_15	18-2	50
11-1	2021_03_15	19-1	50
11-1	2021_03_15	19-2	50
11-1	2021_03_15	2-1	50
11-1	2021_03_15	20-1	50
11-1	2021_03_15	20-19	50
11-1	2021_03_15	3-19	50
11-1	2021_03_15	7-14	50
11-1	2021_03_15	7-7	50
11-1	2021_03_15	8-14	50
11-1	2021_03_15	8-7	50
11-1	2021_03_15	8-8	50
11-1	2021_03_23	1-1	50
11-1	2021_03_23	1-19	50
11-1	2021_03_23	1-20	50
11-1	2021_03_23	13-7	50
11-1	2021_03_23	14-7	50
11-1	2021_03_23	18-19	50
11-1	2021_03_23	18-2	50
11-1	2021_03_23	19-1	50
11-1	2021_03_23	19-2	50
11-1	2021_03_23	2-1	50
11-1	2021_03_23	20-1	50
11-1	2021_03_23	20-19	50
11-1	2021_03_23	3-19	50
11-1	2021_03_23	7-14	50
11-1	2021_03_23	7-7	50
11-1	2021_03_23	8-14	50
11-1	2021_03_23	8-7	50
11-1	2021_03_23	8-8	50
11-10	2021_03_01	1-1	0
11-10	2021_03_01	1-19	50
11-10	2021_03_01	1-20	50
11-10	2021_03_01	13-7	50
11-10	2021_03_01	14-7	50
11-10	2021_03_01	18-19	50
11-10	2021_03_01	18-2	50
11-10	2021_03_01	19-1	50
11-10	2021_03_01	19-2	50
11-10	2021_03_01	2-1	50
11-10	2021_03_01	20-1	50
11-10	2021_03_01	20-19	50
11-10	2021_03_01	3-19	50
11-10	2021_03_01	7-14	50
11-10	2021_03_01	7-7	50
11-10	2021_03_01	8-14	50
11-10	2021_03_01	8-7	50
11-10	2021_03_01	8-8	50
11-10	2021_03_08	1-1	50
11-10	2021_03_08	1-19	50
11-10	2021_03_08	1-20	50
11-10	2021_03_08	13-7	50
11-10	2021_03_08	14-7	50
11-10	2021_03_08	18-19	50
11-10	2021_03_08	18-2	50
11-10	2021_03_08	19-1	50
11-10	2021_03_08	19-2	50
11-10	2021_03_08	2-1	50
11-10	2021_03_08	20-1	50
11-10	2021_03_08	20-19	50
11-10	2021_03_08	3-19	50
11-10	2021_03_08	7-14	50
11-10	2021_03_08	7-7	50
11-10	2021_03_08	8-14	50
11-10	2021_03_08	8-7	50
11-10	2021_03_08	8-8	50
11-10	2021_03_15	1-1	50
11-10	2021_03_15	1-19	50
11-10	2021_03_15	1-20	50
11-10	2021_03_15	13-7	50
11-10	2021_03_15	14-7	50
11-10	2021_03_15	18-19	50
11-10	2021_03_15	18-2	50
11-10	2021_03_15	19-1	50
11-10	2021_03_15	19-2	50
11-10	2021_03_15	2-1	50
11-10	2021_03_15	20-1	50
11-10	2021_03_15	20-19	50
11-10	2021_03_15	3-19	50
11-10	2021_03_15	7-14	50
11-10	2021_03_15	7-7	50
11-10	2021_03_15	8-14	50
11-10	2021_03_15	8-7	50
11-10	2021_03_15	8-8	50
11-10	2021_03_23	1-1	50
11-10	2021_03_23	1-19	50
11-10	2021_03_23	1-20	50
11-10	2021_03_23	13-7	50
11-10	2021_03_23	14-7	50
11-10	2021_03_23	18-19	50
11-10	2021_03_23	18-2	50
11-10	2021_03_23	19-1	50
11-10	2021_03_23	19-2	50
11-10	2021_03_23	2-1	50
11-10	2021_03_23	20-1	50
11-10	2021_03_23	20-19	50
11-10	2021_03_23	3-19	50
11-10	2021_03_23	7-14	50
11-10	2021_03_23	7-7	50
11-10	2021_03_23	8-14	50
11-10	2021_03_23	8-7	50
11-10	2021_03_23	8-8	50
11-17	2021_03_01	1-1	50
11-17	2021_03_01	1-19	50
11-17	2021_03_01	1-20	50
11-17	2021_03_01	13-7	50
11-17	2021_03_01	14-7	50
11-17	2021_03_01	18-19	50
11-17	2021_03_01	18-2	50
11-17	2021_03_01	19-1	50
11-17	2021_03_01	19-2	50
11-17	2021_03_01	2-1	50
11-17	2021_03_01	20-1	50
11-17	2021_03_01	20-19	50
11-17	2021_03_01	3-19	50
11-17	2021_03_01	7-14	50
11-17	2021_03_01	7-7	50
11-17	2021_03_01	8-14	50
11-17	2021_03_01	8-7	50
11-17	2021_03_01	8-8	50
11-17	2021_03_08	1-1	50
11-17	2021_03_08	1-19	50
11-17	2021_03_08	1-20	50
11-17	2021_03_08	13-7	50
11-17	2021_03_08	14-7	50
11-17	2021_03_08	18-19	50
11-17	2021_03_08	18-2	50
11-17	2021_03_08	19-1	50
11-17	2021_03_08	19-2	50
11-17	2021_03_08	2-1	50
11-17	2021_03_08	20-1	50
11-17	2021_03_08	20-19	50
11-17	2021_03_08	3-19	50
11-17	2021_03_08	7-14	50
11-17	2021_03_08	7-7	50
11-17	2021_03_08	8-14	50
11-17	2021_03_08	8-7	50
11-17	2021_03_08	8-8	50
11-17	2021_03_15	1-1	0
11-17	2021_03_15	1-19	0
11-17	2021_03_15	1-20	14
11-17	2021_03_15	13-7	30
11-17	2021_03_15	14-7	0
11-17	2021_03_15	18-19	32
11-17	2021_03_15	18-2	50
11-17	2021_03_15	19-1	0
11-17	2021_03_15	19-2	0
11-17	2021_03_15	2-1	0
11-17	2021_03_15	20-1	0
11-17	2021_03_15	20-19	0
11-17	2021_03_15	3-19	50
11-17	2021_03_15	7-14	9
11-17	2021_03_15	7-7	12
11-17	2021_03_15	8-14	45
11-17	2021_03_15	8-7	50
11-17	2021_03_15	8-8	9
11-17	2021_03_23	1-1	50
11-17	2021_03_23	1-19	50
11-17	2021_03_23	1-20	50
11-17	2021_03_23	13-7	50
11-17	2021_03_23	14-7	50
11-17	2021_03_23	18-19	50
11-17	2021_03_23	18-2	50
11-17	2021_03_23	19-1	50
11-17	2021_03_23	19-2	50
11-17	2021_03_23	2-1	50
11-17	2021_03_23	20-1	50
11-17	2021_03_23	20-19	50
11-17	2021_03_23	3-19	50
11-17	2021_03_23	7-14	50
11-17	2021_03_23	7-7	50
11-17	2021_03_23	8-14	50
11-17	2021_03_23	8-7	50
11-17	2021_03_23	8-8	50
11-19	2021_03_01	1-1	50
11-19	2021_03_01	1-19	50
11-19	2021_03_01	1-20	50
11-19	2021_03_01	13-7	50
11-19	2021_03_01	14-7	50
11-19	2021_03_01	18-19	50
11-19	2021_03_01	18-2	50
11-19	2021_03_01	19-1	50
11-19	2021_03_01	19-2	50
11-19	2021_03_01	2-1	50
11-19	2021_03_01	20-1	50
11-19	2021_03_01	20-19	50
11-19	2021_03_01	3-19	50
11-19	2021_03_01	7-14	50
11-19	2021_03_01	7-7	50
11-19	2021_03_01	8-14	50
11-19	2021_03_01	8-7	50
11-19	2021_03_01	8-8	50
11-19	2021_03_08	1-1	50
11-19	2021_03_08	1-19	50
11-19	2021_03_08	1-20	50
11-19	2021_03_08	13-7	50
11-19	2021_03_08	14-7	50
11-19	2021_03_08	18-19	50
11-19	2021_03_08	18-2	50
11-19	2021_03_08	19-1	50
11-19	2021_03_08	19-2	50
11-19	2021_03_08	2-1	50
11-19	2021_03_08	20-1	50
11-19	2021_03_08	20-19	50
11-19	2021_03_08	3-19	50
11-19	2021_03_08	7-14	50
11-19	2021_03_08	7-7	50
11-19	2021_03_08	8-14	50
11-19	2021_03_08	8-7	50
11-19	2021_03_08	8-8	50
11-19	2021_03_15	1-1	50
11-19	2021_03_15	1-19	50
11-19	2021_03_15	1-20	50
11-19	2021_03_15	13-7	50
11-19	2021_03_15	14-7	50
11-19	2021_03_15	18-19	50
11-19	2021_03_15	18-2	50
11-19	2021_03_15	19-1	50
11-19	2021_03_15	19-2	50
11-19	2021_03_15	2-1	50
11-19	2021_03_15	20-1	50
11-19	2021_03_15	20-19	50
11-19	2021_03_15	3-19	50
11-19	2021_03_15	7-14	50
11-19	2021_03_15	7-7	50
11-19	2021_03_15	8-14	50
11-19	2021_03_15	8-7	50
11-19	2021_03_15	8-8	50
11-19	2021_03_23	1-1	50
11-19	2021_03_23	1-19	50
11-19	2021_03_23	1-20	50
11-19	2021_03_23	13-7	50
11-19	2021_03_23	14-7	50
11-19	2021_03_23	18-19	50
11-19	2021_03_23	18-2	50
11-19	2021_03_23	19-1	50
11-19	2021_03_23	19-2	50
11-19	2021_03_23	2-1	50
11-19	2021_03_23	20-1	50
11-19	2021_03_23	20-19	50
11-19	2021_03_23	3-19	50
11-19	2021_03_23	7-14	50
11-19	2021_03_23	7-7	50
11-19	2021_03_23	8-14	50
11-19	2021_03_23	8-7	50
11-19	2021_03_23	8-8	50
11-20	2021_03_01	1-1	50
11-20	2021_03_01	1-19	50
11-20	2021_03_01	1-20	50
11-20	2021_03_01	13-7	50
11-20	2021_03_01	14-7	50
11-20	2021_03_01	18-19	50
11-20	2021_03_01	18-2	50
11-20	2021_03_01	19-1	50
11-20	2021_03_01	19-2	50
11-20	2021_03_01	2-1	50
11-20	2021_03_01	20-1	50
11-20	2021_03_01	20-19	50
11-20	2021_03_01	3-19	50
11-20	2021_03_01	7-14	50
11-20	2021_03_01	7-7	50
11-20	2021_03_01	8-14	50
11-20	2021_03_01	8-7	50
11-20	2021_03_01	8-8	50
11-20	2021_03_08	1-1	50
11-20	2021_03_08	1-19	50
11-20	2021_03_08	1-20	50
11-20	2021_03_08	13-7	50
11-20	2021_03_08	14-7	50
11-20	2021_03_08	18-19	50
11-20	2021_03_08	18-2	50
11-20	2021_03_08	19-1	50
11-20	2021_03_08	19-2	50
11-20	2021_03_08	2-1	50
11-20	2021_03_08	20-1	50
11-20	2021_03_08	20-19	50
11-20	2021_03_08	3-19	50
11-20	2021_03_08	7-14	50
11-20	2021_03_08	7-7	50
11-20	2021_03_08	8-14	50
11-20	2021_03_08	8-7	50
11-20	2021_03_08	8-8	50
11-20	2021_03_15	1-1	50
11-20	2021_03_15	1-19	50
11-20	2021_03_15	1-20	50
11-20	2021_03_15	13-7	50
11-20	2021_03_15	14-7	50
11-20	2021_03_15	18-19	50
11-20	2021_03_15	18-2	50
11-20	2021_03_15	19-1	50
11-20	2021_03_15	19-2	50
11-20	2021_03_15	2-1	50
11-20	2021_03_15	20-1	50
11-20	2021_03_15	20-19	50
11-20	2021_03_15	3-19	50
11-20	2021_03_15	7-14	50
11-20	2021_03_15	7-7	50
11-20	2021_03_15	8-14	50
11-20	2021_03_15	8-7	50
11-20	2021_03_15	8-8	50
11-20	2021_03_23	1-1	50
11-20	2021_03_23	1-19	50
11-20	2021_03_23	1-20	50
11-20	2021_03_23	13-7	50
11-20	2021_03_23	14-7	50
11-20	2021_03_23	18-19	50
11-20	2021_03_23	18-2	50
11-20	2021_03_23	19-1	50
11-20	2021_03_23	19-2	50
11-20	2021_03_23	2-1	50
11-20	2021_03_23	20-1	50
11-20	2021_03_23	20-19	50
11-20	2021_03_23	3-19	50
11-20	2021_03_23	7-14	50
11-20	2021_03_23	7-7	50
11-20	2021_03_23	8-14	50
11-20	2021_03_23	8-7	50
11-20	2021_03_23	8-8	50
11-4	2021_03_01	1-1	50
11-4	2021_03_01	1-19	50
11-4	2021_03_01	1-20	50
11-4	2021_03_01	13-7	50
11-4	2021_03_01	14-7	50
11-4	2021_03_01	18-19	50
11-4	2021_03_01	18-2	50
11-4	2021_03_01	19-1	50
11-4	2021_03_01	19-2	50
11-4	2021_03_01	2-1	50
11-4	2021_03_01	20-1	50
11-4	2021_03_01	20-19	50
11-4	2021_03_01	3-19	50
11-4	2021_03_01	7-14	50
11-4	2021_03_01	7-7	50
11-4	2021_03_01	8-14	50
11-4	2021_03_01	8-7	50
11-4	2021_03_01	8-8	50
11-4	2021_03_08	1-1	50
11-4	2021_03_08	1-19	50
11-4	2021_03_08	1-20	50
11-4	2021_03_08	13-7	50
11-4	2021_03_08	14-7	50
11-4	2021_03_08	18-19	50
11-4	2021_03_08	18-2	50
11-4	2021_03_08	19-1	50
11-4	2021_03_08	19-2	50
11-4	2021_03_08	2-1	50
11-4	2021_03_08	20-1	50
11-4	2021_03_08	20-19	50
11-4	2021_03_08	3-19	50
11-4	2021_03_08	7-14	50
11-4	2021_03_08	7-7	50
11-4	2021_03_08	8-14	50
11-4	2021_03_08	8-7	50
11-4	2021_03_08	8-8	50
11-4	2021_03_15	1-1	50
11-4	2021_03_15	1-19	50
11-4	2021_03_15	1-20	50
11-4	2021_03_15	13-7	50
11-4	2021_03_15	14-7	50
11-4	2021_03_15	18-19	50
11-4	2021_03_15	18-2	50
11-4	2021_03_15	19-1	50
11-4	2021_03_15	19-2	50
11-4	2021_03_15	2-1	50
11-4	2021_03_15	20-1	50
11-4	2021_03_15	20-19	50
11-4	2021_03_15	3-19	50
11-4	2021_03_15	7-14	50
11-4	2021_03_15	7-7	50
11-4	2021_03_15	8-14	50
11-4	2021_03_15	8-7	50
11-4	2021_03_15	8-8	50
11-4	2021_03_23	1-1	50
11-4	2021_03_23	1-19	50
11-4	2021_03_23	1-20	50
11-4	2021_03_23	13-7	50
